StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RecaptchaAssessmentName,time_consent_form_First Click,time_consent_form_Last Click,time_consent_form_Page Submit,time_consent_form_Click Count,attention_check_1,time_attention_1_First Click,time_attention_1_Last Click,time_attention_1_Page Submit,time_attention_1_Click Count,attention_check_2,time_attention_2_First Click,time_attention_2_Last Click,time_attention_2_Page Submit,time_attention_2_Click Count,time_before_reading_First Click,time_before_reading_Last Click,time_before_reading_Page Submit,time_before_reading_Click Count,time_read_round_First Click,time_read_round_Last Click,time_read_round_Page Submit,time_read_round_Click Count,time_read_precise_First Click,time_read_precise_Last Click,time_read_precise_Page Submit,time_read_precise_Click Count,time_before_recall_First Click,time_before_recall_Last Click,time_before_recall_Page Submit,time_before_recall_Click Count,recall_trap_1,time_recall_trap_First Click,time_recall_trap_Last Click,time_recall_trap_Page Submit,time_recall_trap_Click Count,recall_enroll_1,recall_enroll_2,recall_hondura_1,recall_hondura_2,recall_frick_1,recall_frick_2,time_recall_First Click,time_recall_Last Click,time_recall_Page Submit,time_recall_Click Count,time_before_calc_First Click,time_before_calc_Last Click,time_before_calc_Page Submit,time_before_calc_Click Count,calculate_enroll,calculate_hondura,calculate_frick,time_calculate_First Click,time_calculate_Last Click,time_calculate_Page Submit,time_calculate_Click Count,condition,workerId,assignmentId,hitId,random_verification_code,fail_first_attention,fail_second_attention
7/24/21 8:04,7/24/21 8:18,100,871,TRUE,7/24/21 8:18,R_3QGngg0espBqk0w,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/71fd433070000000,0,0,17.068,0,I'm supposed to take my best guesses,329.975,329.975,331.6,1,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",10.457,16.792,18.278,5,0,0,3.512,0,0,0,195.161,0,,,,,0,0,6.699,0,0,3.324,94.488,102.328,5,0,0,0,0,0,0,15.212,151.304,153.748,21,0,0,5.971,0,60,0,70,2.294,17.343,22.167,4,round,,,,128856,1,1
7/24/21 7:46,7/24/21 8:21,100,2053,TRUE,7/24/21 8:21,R_12fkXr3tG8FQU0F,,,,,anonymous,EN,1,projects/513998946275/assessments/9ede9d3070000000,0,0,16.971,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",29.66,94.353,99.346,6,,,,,,0,0,7.994,0,11.277,389.302,732.097,4,,,,,0,0,16.822,0,10000000,5.353,492.973,497.746,9,30000,40000,300000,500000,40000,4000,29.676,134.902,145.399,6,0,0,8.649,0,30000,300000,4000,2.917,276.538,287.38,6,round,,,,158814,,
7/24/21 8:13,7/24/21 8:22,100,519,TRUE,7/24/21 8:22,R_2S9sIuneoi3WkcJ,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/5ea5a55ec8000000,0,0,12.121,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",18.868,88.673,179.631,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",28.059,31.484,33.04,5,0,0,2.823,0,,,,,0,0,76.657,0,0,0,3.892,0,39613493,36.141,36.141,46.76,1,28752,41282,282852,487745,40108,3792,11.376,94.618,107.952,6,0,0,4.051,0,35,48302,25,1.981,28.178,40.462,4,precise,,,,141443,1,1
7/24/21 8:18,7/24/21 8:26,100,494,TRUE,7/24/21 8:26,R_2v7Ve0piC2tPpG2,,,,,anonymous,EN,1,projects/513998946275/assessments/3feb633070000000,0,0,34.646,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet",19.027,26.699,28.098,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",11.066,34.938,38.678,4,0,0,14.644,0,0,0,145.005,0,,,,,0,0,8.943,0,38000000,36.026,36.026,46.211,1,30000,40000,30000,50000,5000,2000,9.463,99.348,101.987,7,0,0,6.677,0,75,20000,25,17.304,54.394,60.002,4,round,,,,113592,1,
7/24/21 8:21,7/24/21 8:27,100,334,TRUE,7/24/21 8:27,R_2xPIc29RDNwfsgX,,,,,anonymous,EN,1,projects/513998946275/assessments/57f3933070000000,0,0,3.35,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",13.824,26.581,29.19,4,,,,,,0,0,1.572,0,6.057,12.552,65.893,3,,,,,0,0,4.751,0,39000000,27.408,27.408,39.803,1,30000,50000,300000,500000,30000,4000,4.148,147.64,152.403,9,0,0,3.392,0,90,100000,10,1.915,20.92,26.117,4,round,,,,194083,,
7/24/21 8:25,7/24/21 8:30,100,334,TRUE,7/24/21 8:30,R_DCPiDYe9N7yeMBH,,,,,anonymous,EN,1,projects/513998946275/assessments/3d502d5ec8000000,0,0,18.475,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",13.168,27.741,29.169,4,,,,,,0,0,2.21,0,,,,,0,0,79.237,0,0,0,5.049,0,24100000,11.476,11.476,56.376,1,24000,48000,128000,240000,8000,3900,7.19,72.556,80.161,7,0,0,4.403,0,50,100000,40,4.533,36.396,48.948,3,precise,,,,156432,,
7/24/21 8:30,7/24/21 8:36,100,340,TRUE,7/24/21 8:36,R_2dDOaycrXFON7tU,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/38ea733070000000,0,0,11.556,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",19.19,28.639,31.626,4,,,,,,0,0,2.981,0,,,,,0,0,131.17,0,0,0,7.515,0,39287389,3.569,3.569,27.094,1,28750,48272,28650,12250,28500,3972,10.357,65.046,77.379,7,0,0,8.286,0,40,28000,20,2.736,26.244,32.576,3,precise,,,,128831,,
7/24/21 8:33,7/24/21 8:38,100,281,TRUE,7/24/21 8:38,R_eqFvsv4XgBdO98Z,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/8bb2733070000000,0,0,4.766,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",1.593,5.749,7.475,4,,,,,,0,0,0.913,0,,,,,0,0,3.116,0,0,0,1.134,0,39466917,25.719,29.01,33.656,2,20000,14000,702000,633401,600000,270000,65.146,194.562,199.288,5,0,0,1.601,0,80,85,90,1.386,1.386,16.93,1,precise,,,,182921,,
7/24/21 8:33,7/24/21 8:38,100,339,TRUE,7/24/21 8:38,R_2yr2rXjvWqjDfzn,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/b31cf33070000000,0,0,28.051,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",12.957,29.589,40.996,4,,,,,,2.224,2.224,3.246,1,,,,,0,0,136.734,0,0,0,8.205,0,39500000,6.28,6.28,18.103,1,28000,48000,282000,474000,10000,2000,3.484,41.523,47.147,7,0,0,6.161,0,50,200000,10,7.028,36.668,41.653,5,precise,,,,191650,,
7/24/21 8:32,7/24/21 8:39,100,419,TRUE,7/24/21 8:39,R_27sso6k1mqQ4m0b,,,,,anonymous,EN,1,projects/513998946275/assessments/a0c37d5ec8000000,0,0,5.73,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.222,31.639,35.166,4,,,,,,0,0,3.229,0,,,,,5.061,5.061,90.711,1,0,0,9.437,0,40000000,24.847,26.24,50.564,2,26000,40000,280000,480000,20000,3700,8.601,108.371,121.719,15,0,0,4.571,0,58,200000,11,15.474,74.106,79.158,6,precise,,,,111377,,
7/24/21 8:34,7/24/21 8:39,100,342,TRUE,7/24/21 8:39,R_3dFAaOIwjdYFyV3,,,,,anonymous,EN,0.800000012,projects/513998946275/assessments/a17e435ec8000000,0,0,23.565,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.527,30.655,36.696,4,,,,,,0,0,4.39,0,,,,,0,0,132.268,0,0,0,7.882,0,3684000,7.214,7.214,24.519,1,28100,43000,210000,428000,43000,2318,5.709,38.889,43.398,4,0,0,7.632,0,60,200000,10,9.586,44.4,51.215,3,precise,,,,109176,,
7/24/21 8:35,7/24/21 8:42,100,415,TRUE,7/24/21 8:42,R_1FQh8JyCXRax9wz,,,,,anonymous,EN,1,projects/513998946275/assessments/0c57733070000000,0,0,12.955,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",18.347,29.44,33.351,4,,,,,,0,0,2.841,0,0,0,122.837,0,,,,,0,0,7.637,0,40000000,20.671,20.671,43.949,1,30000,40000,30000,50000,40000,4000,9.8,58.955,75.396,6,0,0,8.261,0,75,60,4,11.7,43.378,80.398,3,round,,,,101821,,
7/24/21 8:36,7/24/21 8:42,100,343,TRUE,7/24/21 8:42,R_3GE5ImeEh8WLrEy,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/5fc5235ec8000000,0,0,11.265,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see",13.682,23.804,25.384,3,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",4.079,14.547,39.677,3,0,0,3.232,0,,,,,0,0,116.47,0,0,0,5.433,0,20000000,5.197,5.197,31.946,1,291000,460000,200000,600000,49000,3900,3.449,50.142,60.255,4,0,0,5.718,0,55,30,10,3.376,22.048,27.891,3,precise,,,,103020,1,1
7/24/21 8:39,7/24/21 8:43,100,233,TRUE,7/24/21 8:43,R_1JJBerkHU6hrL4b,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/12560b3070000000,0,0,2.618,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",7.417,13.377,18.834,5,,,,,,0,0,1.142,0,0,0,72.03,0,,,,,0,0,3.318,0,100000000,6.283,23.963,30.25,2,30000,40000,300000,500000,40000,4000,6.676,32.636,38.923,3,0,0,8.657,0,75,200000,10,4.383,32.59,48.305,6,round,,,,190993,,
7/24/21 8:38,7/24/21 8:43,100,310,TRUE,7/24/21 8:43,R_UJUjoaV6pbzpobv,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/1602f33070000000,9.531,17.514,19.173,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",34.368,48.045,49.509,5,,,,,,0,0,3.133,0,20.372,53.303,57.922,5,,,,,0,0,5.918,0,6000000,19.662,39.237,41.397,2,300,600,30000,30000,50000,30000,6.917,64.771,66.3,11,0,0,6.048,0,40,10000,25,9.819,50.128,51.596,5,round,,,,110384,,
7/24/21 8:32,7/24/21 8:43,100,661,TRUE,7/24/21 8:43,R_dgSGopnHMspXdqV,,,,,anonymous,EN,1,projects/513998946275/assessments/b2c2fd5ec8000000,26.777,28.572,30.171,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",0.981,62.528,64.032,11,I'm supposed to take my best guesses,1.107,8.477,15.54,4,0,0,2.834,0,,,,,0.691,0.691,72.768,1,6.424,28.057,28.717,2,39613493,0.808,18.95,44.861,3,28752,41282,282852,487745,40108,3792,1.208,241.206,241.739,7,8.227,8.227,30.021,1,50,45,70,0.87,94.215,94.922,12,precise,,,,144611,1,1
7/24/21 8:35,7/24/21 8:53,100,1129,TRUE,7/24/21 8:53,R_2gTYNUU2P3hMAc9,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/093c0b3070000000,0,0,727.014,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.07,26.935,28.276,6,,,,,,0,0,1.392,0,51.967,79.335,96.206,4,,,,,0,0,74.996,0,39000000,45.704,45.704,53.882,1,30000,40000,300000,500000,500,1000,14.679,85.707,87.711,6,0,0,3.342,0,75,40,20,18.53,40.395,42.939,3,round,,,,195514,,
7/24/21 8:54,7/24/21 9:01,100,390,TRUE,7/24/21 9:01,R_1laay9RknOAo1Ve,,,,,anonymous,EN,1,projects/513998946275/assessments/3b4beb3070000000,18.065,19.171,20.404,7,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",10.958,28.804,31.996,5,,,,,,0,0,2.222,0,84.999,90.426,120.38,4,,,,,0,0,6.11,0,40000000,3.039,3.039,12.801,1,30000,20000,300000,500000,40000,4000,10.286,82.092,85.87,7,0,0,21.549,0,60,200000,10,5.808,71.04,75.64,4,round,,,,134036,,
7/24/21 8:59,7/24/21 9:03,100,220,TRUE,7/24/21 9:03,R_2lWQOpDzgHnw3Zf,,,,,anonymous,EN,1,projects/513998946275/assessments/4f415b5ec8000000,0,0,7.433,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",13.331,18.839,19.693,4,,,,,,0,0,0.936,0,,,,,0,0,81.443,0,0,0,2.885,0,3421000,8.455,8.455,20.53,1,24871,43576,273000,429000,34000,3721,2.707,36.743,40.496,6,0,0,3.438,0,52,22000,10,3.239,29.866,34.458,3,precise,,,,115973,,
7/24/21 9:00,7/24/21 9:04,100,268,TRUE,7/24/21 9:04,R_3JboBwRzFQA90Gp,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/2f933b5ec8000000,0,0,23.871,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.475,17.826,18.71,5,,,,,,0,0,1.92,0,0,0,82.022,0,,,,,0,0,4.893,0,39815000,8.738,8.738,23.505,1,30000,40000,250000,1000000,40000,4000,3.967,78.838,79.221,8,0,0,3.8,0,75,750000,10,2.206,16.291,19.46,3,round,,,,148278,,
7/24/21 8:58,7/24/21 9:05,100,382,TRUE,7/24/21 9:05,R_1Ns2d59gfV4WsDE,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/a6adbb5ec8000000,0,0,19.025,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",87.661,105.341,107.132,6,,,,,,0,0,3.476,0,,,,,0,0,100.175,0,0,0,3.392,0,38900000,2.489,2.489,22.071,1,24000,43000,48000,65,9850,4250,5.375,58.482,61.954,9,0,0,4.785,0,41,15,20,3.502,48.845,50.894,7,precise,,,,107932,,
7/24/21 8:52,7/24/21 9:06,100,844,TRUE,7/24/21 9:06,R_1HntAOnehtr7eiI,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/a7bf6b3070000000,2.264,3.497,4.867,2,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",4.737,11.853,13.864,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",15.57,38.183,39.43,5,0,0,3.937,0,,,,,0,0,92.521,0,0,0,5.346,0,39613493,29.908,213.76,226.091,3,28752,41282,282852,487745,40108,3792,7.504,132.427,136.682,11,0,0,6.827,0,72,282852,7.5,8.815,293.835,300.896,6,precise,,,,195693,1,
7/24/21 8:57,7/24/21 9:06,100,578,TRUE,7/24/21 9:06,R_3MLpr3rOfNjDFX8,,,,,anonymous,EN,0.899999976,projects/513998946275/assessments/df239b3070000000,0,0,30.33,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",16,24.639,25.783,4,,,,,,0,0,0.841,0,0,0,141.377,0,,,,,0,0,4.537,0,39000000,8.318,8.318,23.179,1,30000,40000,300000,500000,35000,4000,9.408,64.018,104.072,7,0,0,3.523,0,75,200000,11,7.938,232.364,235.011,13,round,,,,148034,,
7/24/21 9:03,7/24/21 9:07,100,240,TRUE,7/24/21 9:07,R_21FVOaSumsd8bln,,,,,anonymous,EN,1,projects/513998946275/assessments/df06db3070000000,1.204,3.162,4.168,4,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see",8.117,22.087,24.966,5,,,,,,0,0,1.59,0,6.104,89.373,94.211,9,,,,,0,0,3.265,0,20000000,1.128,5.221,34.067,3,30000,40000,300000,500000,40000,4000,3.236,37.381,38.316,22,0,0,4.847,0,20,200000,10,1.206,21.22,25.286,7,round,,,,136620,,
7/24/21 9:03,7/24/21 9:08,100,289,TRUE,7/24/21 9:08,R_2cdVUd4EUD8EWwH,,,,,anonymous,EN,1,projects/513998946275/assessments/5c607b3070000000,0,0,7.341,0,"This study is a psychology experiment and I'm not being paid based on the correctness of my answers,I'm supposed to take my best guesses,I'm not supposed to look up answers on the internet,I'm supposed to work from information in my head and not record or write down any information I see,I'm supposed to type random answers, not my best guesses",2.706,5.258,9.445,5,"I'm supposed to type random answers, not my best guesses",16.301,19.332,20.793,3,0,0,1.636,0,0,0,4.401,0,,,,,0,0,4.694,0,3000,59.103,59.103,76.349,1,1000,1000,2000,20000,3000,3000,19.06,53.083,56.861,6,0,0,5.15,0,100,80,100,5.836,33.488,36.136,7,round,,,,194032,1,1
